;NU_ANO;NU_MES;CO_IBGE;NO_ENTE;SG_UF;CO_COMP_MASSA;CO_TIPO_FUNDO;NU_CNPJ_ORGAO;NO_ORGAO;CO_PODER;CO_TIPO_PODER;CO_TIPO_POPULACAO;CO_TIPO_CARGO;CO_CRITERIO_ELEGIBILIDADE;ID_SERVIDOR_MATRICULA;ID_SERVIDOR_CPF;ID_SERVIDOR_PIS_PASEP;CO_SEXO_SERVIDOR;CO_EST_CIVIL_SERVIDOR;DT_NASC_SERVIDOR;CO_SITUACAO_FUNCIONAL;CO_TIPO_VINCULO;DT_ING_SERV_PUB;DT_ING_ENTE;DT_ING_CARREIRA;NO_CARREIRA;DT_ING_CARGO;NO_CARGO;VL_BASE_CALCULO;VL_REMUNERACAO;VL_CONTRIBUICAO;NU_TEMPO_RGPS;NU_TEMPO_RPPS_MUN;NU_TEMPO_RPPS_EST;NU_TEMPO_RPPS_FED;NU_DEPENDENTES;IN_ABONO_PERMANENCIA;IN_PREV_COMP;VL_TETO_ESPECIFICO
3987;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_3988;3988;3988;1;2;1998-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;9039.77;9039.77;992.2108000000002;0;0;0;0;1;2;2;29000
3988;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_3989;3989;3989;1;2;2001-12-06;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;5697.18;5697.18;797.6052000000001;0;0;0;0;1;2;2;29000
3989;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_3990;3990;3990;2;2;1995-12-08;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;4315.56;4315.56;604.1784000000001;0;0;0;0;1;2;2;29000
3990;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_3991;3991;3991;1;2;1985-12-10;1;1;2010-12-04;2010-12-04;2010-12-04;Demais Servidores;2010-12-04;Demais Servidores;5839.48;5839.48;817.5272;0;0;0;0;1;2;2;29000
3991;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_3992;3992;3992;2;2;1986-12-10;1;1;2011-12-04;2011-12-04;2011-12-04;Demais Servidores;2011-12-04;Demais Servidores;4626.17;4626.17;647.6638;0;0;0;0;1;2;2;29000
3992;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_3993;3993;3993;2;2;1980-12-11;1;1;2005-12-05;2005-12-05;2005-12-05;Demais Servidores;2005-12-05;Demais Servidores;1665.83;1665.83;233.21620000000001;0;0;0;0;1;2;2;29000
3993;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_3994;3994;3994;1;2;1989-12-09;1;1;2014-12-03;2014-12-03;2014-12-03;Demais Servidores;2014-12-03;Demais Servidores;2911.19;2911.19;407.56660000000005;0;0;0;0;1;2;2;29000
3994;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;2;3;ativos_3995;3995;3995;1;2;1985-12-10;1;1;2010-12-04;2010-12-04;2010-12-04;Professor;2010-12-04;Professor;1045.0;1045.0;146.3;0;0;0;0;1;2;2;29000
3995;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_3996;3996;3996;2;2;1988-12-09;1;1;2013-12-03;2013-12-03;2013-12-03;Demais Servidores;2013-12-03;Demais Servidores;9335.19;9335.19;992.2108000000002;0;0;0;0;1;2;2;29000
3996;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_3997;3997;3997;1;2;1982-12-11;1;1;2007-12-05;2007-12-05;2007-12-05;Demais Servidores;2007-12-05;Demais Servidores;1045.0;1045.0;146.3;0;0;0;0;2;2;2;29000
3997;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_3998;3998;3998;1;2;1988-12-09;1;1;2013-12-03;2013-12-03;2013-12-03;Demais Servidores;2013-12-03;Demais Servidores;8120.12;8120.12;992.2108000000002;0;0;0;0;1;2;2;29000
3998;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_3999;3999;3999;2;2;1984-12-10;1;1;2009-12-04;2009-12-04;2009-12-04;Demais Servidores;2009-12-04;Demais Servidores;3566.27;3566.27;499.27780000000007;0;0;0;0;1;2;2;29000
3999;2021;12;2306504;Itapiúna;Ceará;1;1;2222222;Câmara;2;1;1;2;3;ativos_4000;4000;4000;1;2;1996-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Professor;2020-12-01;Professor;4878.57;4878.57;682.9998;0;0;0;0;1;2;2;29000
4000;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;2;3;ativos_4001;4001;4001;2;2;1998-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Professor;2020-12-01;Professor;3584.98;3584.98;501.89720000000005;0;0;0;0;2;2;2;29000
4001;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4002;4002;4002;1;2;1993-12-08;1;1;2018-12-02;2018-12-02;2018-12-02;Demais Servidores;2018-12-02;Demais Servidores;3151.85;3151.85;441.259;0;0;0;0;1;2;2;29000
4002;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4003;4003;4003;2;2;1990-12-09;1;1;2015-12-03;2015-12-03;2015-12-03;Demais Servidores;2015-12-03;Demais Servidores;7459.61;7459.61;992.2108000000002;0;0;0;0;1;2;2;29000
4003;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;2;3;ativos_4004;4004;4004;2;2;1988-12-09;1;1;2013-12-03;2013-12-03;2013-12-03;Professor;2013-12-03;Professor;2041.38;2041.38;285.79320000000007;0;0;0;0;1;2;2;29000
4004;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4005;4005;4005;1;2;1987-12-10;1;1;2012-12-03;2012-12-03;2012-12-03;Demais Servidores;2012-12-03;Demais Servidores;2215.11;2215.11;310.1154;0;0;0;0;1;2;2;29000
4005;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4006;4006;4006;2;2;1987-12-10;1;1;2012-12-03;2012-12-03;2012-12-03;Demais Servidores;2012-12-03;Demais Servidores;1045.0;1045.0;146.3;0;0;0;0;1;2;2;29000
4006;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4007;4007;4007;2;2;1985-12-10;1;1;2010-12-04;2010-12-04;2010-12-04;Demais Servidores;2010-12-04;Demais Servidores;1229.11;1229.11;172.0754;0;0;0;0;1;2;2;29000
4007;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;2;3;ativos_4008;4008;4008;2;2;1997-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Professor;2020-12-01;Professor;5882.62;5882.62;823.5668000000001;0;0;0;0;1;2;2;29000
4008;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4009;4009;4009;2;2;1984-12-10;1;1;2009-12-04;2009-12-04;2009-12-04;Demais Servidores;2009-12-04;Demais Servidores;8124.81;8124.81;992.2108000000002;0;0;0;0;1;2;2;29000
4009;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4010;4010;4010;2;2;1994-12-08;1;1;2019-12-02;2019-12-02;2019-12-02;Demais Servidores;2019-12-02;Demais Servidores;9954.75;9954.75;992.2108000000002;0;0;0;0;1;2;2;29000
4010;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4011;4011;4011;1;2;1992-12-08;1;1;2017-12-02;2017-12-02;2017-12-02;Demais Servidores;2017-12-02;Demais Servidores;1693.59;1693.59;237.10260000000002;0;0;0;0;1;2;2;29000
4011;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4012;4012;4012;1;2;1996-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;1045.0;1045.0;146.3;0;0;0;0;1;2;2;29000
4012;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4013;4013;4013;2;2;1991-12-09;1;1;2016-12-02;2016-12-02;2016-12-02;Demais Servidores;2016-12-02;Demais Servidores;5186.2;5186.2;726.0680000000001;0;0;0;0;1;2;2;29000
4013;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4014;4014;4014;1;2;1989-12-09;1;1;2014-12-03;2014-12-03;2014-12-03;Demais Servidores;2014-12-03;Demais Servidores;2120.12;2120.12;296.8168;0;0;0;0;1;2;2;29000
4014;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4015;4015;4015;2;2;1988-12-09;1;1;2013-12-03;2013-12-03;2013-12-03;Demais Servidores;2013-12-03;Demais Servidores;6415.83;6415.83;898.2162000000001;0;0;0;0;1;2;2;29000
4015;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4016;4016;4016;1;2;1990-12-09;1;1;2015-12-03;2015-12-03;2015-12-03;Demais Servidores;2015-12-03;Demais Servidores;5453.97;5453.97;763.5558000000001;0;0;0;0;1;2;2;29000
4016;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4017;4017;4017;1;2;1994-12-08;1;1;2019-12-02;2019-12-02;2019-12-02;Demais Servidores;2019-12-02;Demais Servidores;7116.38;7116.38;992.2108000000002;0;0;0;0;1;2;2;29000
4017;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4018;4018;4018;2;2;1998-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;4209.27;4209.27;589.2978000000002;0;0;0;0;1;2;2;29000
4018;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4019;4019;4019;2;2;1995-12-08;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;6828.79;6828.79;956.0306;0;0;0;0;1;2;2;29000
4019;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4020;4020;4020;1;2;1976-12-12;1;1;2001-12-06;2001-12-06;2001-12-06;Demais Servidores;2001-12-06;Demais Servidores;1611.42;1611.42;225.59880000000004;0;0;0;0;1;2;2;29000
4020;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;2;3;ativos_4021;4021;4021;1;2;1994-12-08;1;1;2019-12-02;2019-12-02;2019-12-02;Professor;2019-12-02;Professor;2737.15;2737.15;383.201;0;0;0;0;1;2;2;29000
4021;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4022;4022;4022;1;2;1992-12-08;1;1;2017-12-02;2017-12-02;2017-12-02;Demais Servidores;2017-12-02;Demais Servidores;5122.77;5122.77;717.1878000000002;0;0;0;0;1;2;2;29000
4022;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4023;4023;4023;1;2;2000-12-06;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;3658.77;3658.77;512.2278;0;0;0;0;1;2;2;29000
4023;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;2;3;ativos_4024;4024;4024;2;2;1992-12-08;1;1;2017-12-02;2017-12-02;2017-12-02;Professor;2017-12-02;Professor;4217.32;4217.32;590.4248;0;0;0;0;1;2;2;29000
4024;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4025;4025;4025;1;2;1986-12-10;1;1;2011-12-04;2011-12-04;2011-12-04;Demais Servidores;2011-12-04;Demais Servidores;5041.37;5041.37;705.7918000000001;0;0;0;0;1;2;2;29000
4025;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4026;4026;4026;2;2;1985-12-10;1;1;2010-12-04;2010-12-04;2010-12-04;Demais Servidores;2010-12-04;Demais Servidores;7629.68;7629.68;992.2108000000002;0;0;0;0;1;2;2;29000
4026;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4027;4027;4027;1;2;1993-12-08;1;1;2018-12-02;2018-12-02;2018-12-02;Demais Servidores;2018-12-02;Demais Servidores;5562.26;5562.26;778.7164000000001;0;0;0;0;1;2;2;29000
4027;2021;12;2306504;Itapiúna;Ceará;1;1;2222222;Câmara;2;1;1;7;1;ativos_4028;4028;4028;2;2;1988-12-09;1;1;2013-12-03;2013-12-03;2013-12-03;Demais Servidores;2013-12-03;Demais Servidores;6720.89;6720.89;940.9246000000002;0;0;0;0;1;2;2;29000
4028;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4029;4029;4029;1;2;1999-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;5034.02;5034.02;704.7628000000001;0;0;0;0;2;2;2;29000
4029;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4030;4030;4030;1;2;1993-12-08;1;1;2018-12-02;2018-12-02;2018-12-02;Demais Servidores;2018-12-02;Demais Servidores;7814.07;7814.07;992.2108000000002;0;0;0;0;1;2;2;29000
4030;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4031;4031;4031;1;2;2000-12-06;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;1934.45;1934.45;270.82300000000004;0;0;0;0;1;2;2;29000
4031;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4032;4032;4032;1;2;1997-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;3936.99;3936.99;551.1786000000001;0;0;0;0;1;2;2;29000
4032;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4033;4033;4033;2;2;1997-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;1045.0;1045.0;146.3;0;0;0;0;1;2;2;29000
4033;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4034;4034;4034;1;2;1991-12-09;1;1;2016-12-02;2016-12-02;2016-12-02;Demais Servidores;2016-12-02;Demais Servidores;3637.04;3637.04;509.1856;0;0;0;0;1;2;2;29000
4034;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4035;4035;4035;1;2;1994-12-08;1;1;2019-12-02;2019-12-02;2019-12-02;Demais Servidores;2019-12-02;Demais Servidores;6103.18;6103.18;854.4452000000001;0;0;0;0;2;2;2;29000
4035;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4036;4036;4036;1;2;1978-12-12;1;1;2003-12-06;2003-12-06;2003-12-06;Demais Servidores;2003-12-06;Demais Servidores;7078.53;7078.53;990.9942000000001;0;0;0;0;1;2;2;29000
4036;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4037;4037;4037;2;2;1995-12-08;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;1045.0;1045.0;146.3;0;0;0;0;1;2;2;29000
4037;2021;12;2306504;Itapiúna;Ceará;1;1;2222222;Câmara;2;1;1;7;1;ativos_4038;4038;4038;1;2;1994-12-08;1;1;2019-12-02;2019-12-02;2019-12-02;Demais Servidores;2019-12-02;Demais Servidores;5491.85;5491.85;768.8590000000002;0;0;0;0;1;2;2;29000
4038;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4039;4039;4039;1;2;1991-12-09;1;1;2016-12-02;2016-12-02;2016-12-02;Demais Servidores;2016-12-02;Demais Servidores;3493.71;3493.71;489.11940000000004;0;0;0;0;1;2;2;29000
4039;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4040;4040;4040;2;2;1989-12-09;1;1;2014-12-03;2014-12-03;2014-12-03;Demais Servidores;2014-12-03;Demais Servidores;4480.4;4480.4;627.256;0;0;0;0;1;2;2;29000
4040;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4041;4041;4041;1;2;1993-12-08;1;1;2018-12-02;2018-12-02;2018-12-02;Demais Servidores;2018-12-02;Demais Servidores;4784.89;4784.89;669.8846000000001;0;0;0;0;1;2;2;29000
4041;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4042;4042;4042;2;2;1994-12-08;1;1;2019-12-02;2019-12-02;2019-12-02;Demais Servidores;2019-12-02;Demais Servidores;3613.72;3613.72;505.92080000000004;0;0;0;0;1;2;2;29000
4042;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4043;4043;4043;1;2;1985-12-10;1;1;2010-12-04;2010-12-04;2010-12-04;Demais Servidores;2010-12-04;Demais Servidores;9439.33;9439.33;992.2108000000002;0;0;0;0;1;2;2;29000
4043;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4044;4044;4044;2;2;1994-12-08;1;1;2019-12-02;2019-12-02;2019-12-02;Demais Servidores;2019-12-02;Demais Servidores;6185.48;6185.48;865.9672;0;0;0;0;1;2;2;29000
4044;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4045;4045;4045;1;2;1987-12-10;1;1;2012-12-03;2012-12-03;2012-12-03;Demais Servidores;2012-12-03;Demais Servidores;1045.0;1045.0;146.3;0;0;0;0;1;2;2;29000
4045;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4046;4046;4046;1;2;1999-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;3072.93;3072.93;430.21020000000004;0;0;0;0;1;2;2;29000
4046;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4047;4047;4047;2;2;1988-12-09;1;1;2013-12-03;2013-12-03;2013-12-03;Demais Servidores;2013-12-03;Demais Servidores;1224.41;1224.41;171.41740000000001;0;0;0;0;1;2;2;29000
4047;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4048;4048;4048;1;2;1996-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;7347.26;7347.26;992.2108000000002;0;0;0;0;1;2;2;29000
4048;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4049;4049;4049;1;2;1991-12-09;1;1;2016-12-02;2016-12-02;2016-12-02;Demais Servidores;2016-12-02;Demais Servidores;4310.69;4310.69;603.4966000000001;0;0;0;0;1;2;2;29000
4049;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4050;4050;4050;2;2;1992-12-08;1;1;2017-12-02;2017-12-02;2017-12-02;Demais Servidores;2017-12-02;Demais Servidores;2481.03;2481.03;347.34420000000006;0;0;0;0;1;2;2;29000
4050;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4051;4051;4051;1;2;1988-12-09;1;1;2013-12-03;2013-12-03;2013-12-03;Demais Servidores;2013-12-03;Demais Servidores;7184.73;7184.73;992.2108000000002;0;0;0;0;1;2;2;29000
4051;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4052;4052;4052;2;2;2000-12-06;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;1251.59;1251.59;175.2226;0;0;0;0;1;2;2;29000
4052;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4053;4053;4053;2;2;1990-12-09;1;1;2015-12-03;2015-12-03;2015-12-03;Demais Servidores;2015-12-03;Demais Servidores;4845.13;4845.13;678.3182;0;0;0;0;1;2;2;29000
4053;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4054;4054;4054;2;2;1998-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;3872.04;3872.04;542.0856;0;0;0;0;1;2;2;29000
4054;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4055;4055;4055;1;2;1990-12-09;1;1;2015-12-03;2015-12-03;2015-12-03;Demais Servidores;2015-12-03;Demais Servidores;6370.61;6370.61;891.8854;0;0;0;0;1;2;2;29000
4055;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4056;4056;4056;1;2;1998-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;3759.64;3759.64;526.3496;0;0;0;0;1;2;2;29000
4056;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4057;4057;4057;1;2;1988-12-09;1;1;2013-12-03;2013-12-03;2013-12-03;Demais Servidores;2013-12-03;Demais Servidores;4303.65;4303.65;602.511;0;0;0;0;1;2;2;29000
4057;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;2;3;ativos_4058;4058;4058;2;2;1988-12-09;1;1;2013-12-03;2013-12-03;2013-12-03;Professor;2013-12-03;Professor;6035.5;6035.5;844.97;0;0;0;0;1;2;2;29000
4058;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4059;4059;4059;1;2;1993-12-08;1;1;2018-12-02;2018-12-02;2018-12-02;Demais Servidores;2018-12-02;Demais Servidores;5781.09;5781.09;809.3526;0;0;0;0;1;2;2;29000
4059;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4060;4060;4060;2;2;1996-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;5766.41;5766.41;807.2974;0;0;0;0;1;2;2;29000
4060;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;2;3;ativos_4061;4061;4061;1;2;1987-12-10;1;1;2012-12-03;2012-12-03;2012-12-03;Professor;2012-12-03;Professor;6203.77;6203.77;868.5278000000002;0;0;0;0;1;2;2;29000
4061;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4062;4062;4062;1;2;1988-12-09;1;1;2013-12-03;2013-12-03;2013-12-03;Demais Servidores;2013-12-03;Demais Servidores;5083.6;5083.6;711.7040000000001;0;0;0;0;1;2;2;29000
4062;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4063;4063;4063;1;2;1996-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;5339.44;5339.44;747.5216;0;0;0;0;1;2;2;29000
4063;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4064;4064;4064;1;2;1994-12-08;1;1;2019-12-02;2019-12-02;2019-12-02;Demais Servidores;2019-12-02;Demais Servidores;4449.15;4449.15;622.881;0;0;0;0;2;2;2;29000
4064;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4065;4065;4065;1;2;2003-12-06;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;1045.0;1045.0;146.3;0;0;0;0;1;2;2;29000
4065;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4066;4066;4066;1;2;1997-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;4579.68;4579.68;641.1552000000001;0;0;0;0;1;2;2;29000
4066;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4067;4067;4067;2;2;1987-12-10;1;1;2012-12-03;2012-12-03;2012-12-03;Demais Servidores;2012-12-03;Demais Servidores;1045.0;1045.0;146.3;0;0;0;0;1;2;2;29000
4067;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4068;4068;4068;1;2;1984-12-10;1;1;2009-12-04;2009-12-04;2009-12-04;Demais Servidores;2009-12-04;Demais Servidores;5564.96;5564.96;779.0944000000001;0;0;0;0;1;2;2;29000
4068;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4069;4069;4069;1;2;1995-12-08;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;9922.35;9922.35;992.2108000000002;0;0;0;0;1;2;2;29000
4069;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4070;4070;4070;1;2;1997-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;1953.18;1953.18;273.44520000000006;0;0;0;0;1;2;2;29000
4070;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;2;3;ativos_4071;4071;4071;2;2;1995-12-08;1;1;2020-12-01;2020-12-01;2020-12-01;Professor;2020-12-01;Professor;6379.79;6379.79;893.1706;0;0;0;0;2;2;2;29000
4071;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4072;4072;4072;2;2;2001-12-06;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;4074.53;4074.53;570.4342;0;0;0;0;1;2;2;29000
4072;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4073;4073;4073;1;2;1995-12-08;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;8635.24;8635.24;992.2108000000002;0;0;0;0;1;2;2;29000
4073;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_4074;4074;4074;1;2;1983-12-11;1;1;2008-12-04;2008-12-04;2008-12-04;Demais Servidores;2008-12-04;Demais Servidores;6878.15;6878.15;962.941;0;0;0;0;1;2;2;29000
